STATION,DATE,SNWD,SNOW
GHCND:USC00198757,20150202,508,91
GHCND:USC00198757,20150203,686,287
GHCND:USC00198757,20150204,610,0
GHCND:USC00198757,20150205,584,0
GHCND:USC00198757,20150206,635,66
GHCND:USC00198757,20150207,635,0
GHCND:USC00193624,20150101,0,0
GHCND:USC00193624,20150102,0,0
GHCND:USC00193624,20150103,25,20
GHCND:USC00193624,20150104,0,23
GHCND:USC00193624,20150105,0,0
GHCND:USC00193624,20150106,0,3
GHCND:USC00193624,20150107,0,0
GHCND:USC00193624,20150108,0,0
GHCND:USC00193624,20150109,0,10
GHCND:USC00193624,20150110,0,0
GHCND:USC00193624,20150111,0,0
GHCND:USC00193624,20150112,0,0
GHCND:USC00193624,20150113,0,0
GHCND:USC00193624,20150114,0,0
GHCND:USC00193624,20150115,25,18
GHCND:USC00193624,20150116,25,0
GHCND:USC00193624,20150117,25,0
GHCND:USC00193624,20150118,0,0
GHCND:USC00193624,20150119,0,0
GHCND:USC00193624,20150120,0,0
GHCND:USC00193624,20150121,0,0
GHCND:USC00193624,20150122,0,0
GHCND:USC00193624,20150123,0,0
GHCND:USC00193624,20150124,102,102
GHCND:USC00193624,20150125,127,33
GHCND:USC00193624,20150126,102,15
GHCND:USC00193624,20150127,533,556
GHCND:USC00193624,20150128,483,38
GHCND:USC00193624,20150129,432,0
GHCND:USC00193624,20150130,406,20
GHCND:USC00193624,20150131,406,13
GHCND:USC00193624,20150201,381,0
GHCND:USC00193624,20150202,686,343
GHCND:USC00193624,20150203,660,13
GHCND:USC00193624,20150204,635,0
GHCND:USC00193624,20150205,610,33
GHCND:USC00193624,20150206,610,0
GHCND:USC00193624,20150207,584,3
GHCND:USC00193624,20150208,711,180
GHCND:USC00193624,20150209,991,356
GHCND:USC00193624,20150210,965,76
GHCND:USC00193624,20150211,940,15
GHCND:USC00193624,20150212,889,18
GHCND:USC00193624,20150213,864,0
GHCND:US1MAES0008,20150101,-9999,0
GHCND:US1MAES0008,20150102,-9999,0
GHCND:US1MAES0008,20150103,-9999,0
GHCND:US1MAES0008,20150104,0,36
GHCND:US1MAES0008,20150106,-9999,0
GHCND:US1MAES0008,20150107,3,5
GHCND:US1MAES0008,20150108,-9999,0
GHCND:US1MAES0008,20150109,-9999,0
GHCND:US1MAES0008,20150110,5,8
GHCND:US1MAES0008,20150111,3,0
GHCND:US1MAES0008,20150112,0,0
GHCND:US1MAES0008,20150114,-9999,0
GHCND:US1MAES0008,20150115,3,3
GHCND:US1MAES0008,20150116,5,5
GHCND:US1MAES0008,20150117,0,0
GHCND:US1MAES0008,20150118,-9999,0
GHCND:US1MAES0008,20150120,-9999,0
GHCND:US1MAES0008,20150121,-9999,0
GHCND:US1MAES0008,20150122,-9999,0
GHCND:US1MAES0008,20150123,-9999,0
GHCND:US1MAES0008,20150124,91,91
GHCND:US1MAES0008,20150125,99,53
GHCND:US1MAES0008,20150126,-9999,0
GHCND:US1MAES0008,20150129,-9999,0
GHCND:US1MAES0008,20150130,660,5
GHCND:US1MAES0008,20150131,610,25
GHCND:US1MAES0008,20150201,-9999,0
GHCND:US1MAES0008,20150202,-9999,152
GHCND:US1MAES0008,20150203,813,279
GHCND:US1MAES0008,20150204,-9999,0
GHCND:US1MAES0008,20150205,704,8
GHCND:US1MAES0008,20150206,711,5
GHCND:US1MAES0008,20150207,-9999,0
GHCND:US1MAES0008,20150208,762,109
GHCND:US1MAES0008,20150209,813,203
GHCND:US1MAES0008,20150210,914,178
GHCND:US1MAES0008,20150211,902,5
GHCND:US1MAES0008,20150212,889,5
GHCND:US1MAES0008,20150213,914,41
GHCND:US1MAES0003,20150101,-9999,0
GHCND:US1MAES0003,20150102,0,0
GHCND:US1MAES0003,20150103,0,0
GHCND:US1MAES0003,20150104,38,64
GHCND:US1MAES0003,20150105,25,0
GHCND:US1MAES0003,20150106,25,0
GHCND:US1MAES0003,20150107,25,3
GHCND:US1MAES0003,20150108,25,0
GHCND:US1MAES0003,20150109,25,0
GHCND:US1MAES0003,20150110,38,25
GHCND:US1MAES0003,20150111,38,0
GHCND:US1MAES0003,20150112,38,0
GHCND:US1MAES0003,20150113,-9999,0
GHCND:US1MAES0003,20150114,25,0
GHCND:US1MAES0003,20150115,13,0
GHCND:US1MAES0003,20150116,18,5
GHCND:US1MAES0003,20150117,13,0
GHCND:US1MAES0003,20150118,13,0
GHCND:US1MAES0003,20150119,3,0
GHCND:US1MAES0003,20150120,3,0
GHCND:US1MAES0003,20150121,-9999,0
GHCND:US1MAES0003,20150122,3,0
GHCND:US1MAES0003,20150123,-9999,0
GHCND:US1MAES0003,20150124,3,0
GHCND:US1MAES0003,20150125,178,178
GHCND:US1MAES0003,20150126,178,0
GHCND:US1MAES0003,20150127,737,559
GHCND:US1MAES0003,20150128,838,102
GHCND:US1MAES0003,20150129,-9999,0
GHCND:US1MAES0003,20150130,838,0
GHCND:US1MAES0003,20150131,864,38
GHCND:US1MAES0003,20150201,-9999,0
GHCND:US1MAES0003,20150204,-9999,0
GHCND:US1MAES0003,20150205,-9999,76
GHCND:US1MAES0003,20150206,-9999,25
GHCND:US1MAES0003,20150207,-9999,0
GHCND:US1MAES0003,20150208,648,89
GHCND:US1MAES0003,20150211,-9999,0
GHCND:US1MAES0003,20150212,-9999,0
GHCND:US1MAES0003,20150213,-9999,51
GHCND:US1MAES0003,20150214,635,0
GHCND:US1MAES0004,20150101,0,0
GHCND:US1MAES0004,20150102,0,0
GHCND:US1MAES0004,20150103,89,89
GHCND:US1MAES0004,20150104,25,0
GHCND:US1MAES0004,20150105,13,0
GHCND:US1MAES0004,20150106,13,10
GHCND:US1MAES0004,20150107,13,5
GHCND:US1MAES0004,20150108,13,0
GHCND:US1MAES0004,20150109,38,23
GHCND:US1MAES0004,20150110,38,0
GHCND:US1MAES0004,20150111,25,0
GHCND:US1MAES0004,20150112,13,3
GHCND:US1MAES0004,20150113,13,0
GHCND:US1MAES0004,20150114,13,0
GHCND:US1MAES0004,20150115,38,23
GHCND:US1MAES0004,20150116,25,0
GHCND:US1MAES0004,20150117,13,0
GHCND:US1MAES0004,20150118,0,0
GHCND:US1MAES0004,20150119,0,0
GHCND:US1MAES0004,20150120,0,0
GHCND:US1MAES0004,20150121,0,0
GHCND:US1MAES0004,20150122,0,0
GHCND:US1MAES0004,20150123,0,0
GHCND:US1MAES0004,20150124,165,165
GHCND:US1MAES0004,20150125,178,0
GHCND:US1MAES0004,20150126,178,18
GHCND:US1MAES0004,20150127,737,559
GHCND:US1MAES0004,20150128,635,20
GHCND:US1MAES0004,20150129,584,0
GHCND:US1MAES0004,20150130,584,48
GHCND:US1MAES0004,20150131,559,3
GHCND:US1MAES0004,20150201,508,0
GHCND:US1MAES0004,20150202,838,434
GHCND:US1MAES0004,20150203,762,0
GHCND:US1MAES0004,20150204,610,0
GHCND:US1MAES0004,20150205,584,91
GHCND:US1MAES0004,20150206,559,0
GHCND:US1MAES0004,20150207,559,15
GHCND:US1MAES0002,20150101,-9999,0
GHCND:US1MAES0002,20150102,-9999,0
GHCND:US1MAES0002,20150103,-9999,0
GHCND:US1MAES0002,20150104,0,0
GHCND:US1MAES0002,20150105,0,0
GHCND:US1MAES0002,20150106,-9999,0
GHCND:US1MAES0002,20150107,0,0
GHCND:US1MAES0002,20150108,0,3
GHCND:US1MAES0002,20150114,-9999,0
GHCND:US1MAES0002,20150115,0,0
GHCND:US1MAES0002,20150116,5,5
GHCND:US1MAES0002,20150117,0,0
GHCND:US1MAES0002,20150118,-9999,0
GHCND:US1MAES0002,20150119,0,0
GHCND:US1MAES0002,20150120,-9999,0
GHCND:US1MAES0002,20150121,-9999,0
GHCND:US1MAES0002,20150122,-9999,0
GHCND:US1MAES0002,20150123,-9999,0
GHCND:US1MAES0002,20150124,51,51
GHCND:US1MAES0002,20150125,140,104
GHCND:US1MAES0002,20150126,102,0
GHCND:US1MAES0002,20150127,381,356
GHCND:US1MAES0002,20150128,521,-9999
GHCND:US1MAES0002,20150129,483,0
GHCND:US1MAES0002,20150130,457,0
GHCND:US1MAES0002,20150131,432,51
GHCND:US1MAES0002,20150201,419,0
GHCND:US1MAES0002,20150202,470,76
GHCND:US1MAES0002,20150204,-9999,0
GHCND:US1MAES0002,20150205,-9999,0
GHCND:US1MAES0002,20150207,-9999,0
GHCND:US1MAES0002,20150211,-9999,0
GHCND:US1MAES0002,20150214,-9999,0
GHCND:US1MABR0009,20150101,-9999,0
GHCND:US1MABR0009,20150102,-9999,0
GHCND:US1MABR0009,20150103,-9999,0
GHCND:US1MABR0009,20150104,25,41
GHCND:US1MAWR0028,20150101,-9999,0
GHCND:US1MAWR0028,20150102,-9999,0
GHCND:US1MAWR0028,20150104,33,61
GHCND:US1MAWR0028,20150106,-9999,0
GHCND:US1MAWR0028,20150107,0,5
GHCND:US1MAWR0028,20150108,0,0
GHCND:US1MAWR0028,20150109,0,0
GHCND:US1MAWR0028,20150110,13,15
GHCND:US1MAWR0028,20150111,25,0
GHCND:US1MAWR0028,20150112,25,5
GHCND:US1MAWR0028,20150113,0,-9999
GHCND:US1MAWR0028,20150114,-9999,0
GHCND:US1MAWR0028,20150116,-9999,0
GHCND:US1MAWR0028,20150117,-9999,0
GHCND:US1MAWR0028,20150118,-9999,0
GHCND:US1MAWR0028,20150120,-9999,0
GHCND:US1MAWR0028,20150121,-9999,0
GHCND:US1MAWR0028,20150122,-9999,0
GHCND:US1MAWR0028,20150123,-9999,0
GHCND:US1MAWR0028,20150124,-9999,53
GHCND:US1MAWR0028,20150125,152,107
GHCND:US1MAWR0028,20150127,559,406
GHCND:US1MAWR0028,20150128,673,114
GHCND:US1MAWR0028,20150130,521,5
GHCND:US1MAWR0028,20150131,-9999,18
GHCND:US1MAWR0028,20150201,-9999,0
GHCND:US1MAWR0028,20150202,483,84
GHCND:US1MAWR0028,20150203,635,201
GHCND:US1MAWR0028,20150204,-9999,0
GHCND:US1MAWR0028,20150205,533,15
GHCND:US1MAWR0028,20150206,-9999,0
GHCND:US1MAWR0028,20150207,-9999,0
GHCND:US1MAWR0028,20150208,597,84
GHCND:US1MAWR0028,20150209,660,94
GHCND:US1MAWR0028,20150210,737,66
GHCND:US1MAWR0028,20150211,-9999,0
GHCND:US1MAWR0028,20150212,-9999,0
GHCND:US1MAWR0028,20150213,-9999,13
GHCND:US1MAPL0010,20150103,-9999,0
GHCND:US1MAPL0010,20150106,-9999,0
GHCND:US1MAPL0010,20150107,5,5
GHCND:US1MAPL0010,20150115,-9999,3
GHCND:US1MAPL0010,20150116,10,10
GHCND:US1MAPL0010,20150122,3,3
GHCND:US1MAPL0010,20150124,66,66
GHCND:US1MAPL0010,20150125,130,69
GHCND:US1MAPL0010,20150126,-9999,0
GHCND:US1MAPL0010,20150127,-9999,351
GHCND:US1MAPL0010,20150128,508,132
GHCND:US1MAPL0010,20150129,-9999,0
GHCND:US1MAPL0010,20150130,-9999,0
GHCND:US1MAPL0010,20150131,-9999,36
GHCND:US1MAPL0010,20150201,-9999,3
GHCND:US1MAPL0010,20150202,-9999,99
GHCND:US1MAPL0010,20150203,-9999,201
GHCND:US1MAPL0010,20150204,-9999,0
GHCND:US1MAPL0010,20150205,-9999,0
GHCND:US1MAPL0010,20150206,-9999,10
GHCND:US1MAPL0010,20150208,-9999,94
GHCND:US1MAPL0010,20150209,-9999,264
GHCND:US1MAPL0010,20150210,-9999,178
GHCND:US1MAPL0010,20150211,-9999,0
GHCND:US1MAPL0010,20150212,-9999,10
GHCND:US1MAPL0010,20150213,-9999,13
GHCND:US1MAPL0013,20150106,-9999,0
GHCND:US1MAPL0013,20150107,-9999,0
GHCND:US1MAPL0013,20150108,-9999,0
GHCND:US1MAPL0013,20150110,0,0
GHCND:US1MAPL0013,20150115,25,28
GHCND:US1MAPL0013,20150116,25,3
GHCND:US1MAPL0013,20150120,-9999,0
GHCND:US1MAPL0013,20150121,-9999,0
GHCND:US1MAPL0013,20150122,-9999,0
GHCND:US1MAPL0013,20150123,-9999,0
GHCND:US1MAPL0013,20150130,419,0
GHCND:US1MAPL0013,20150131,419,46
GHCND:US1MAPL0013,20150206,508,8
GHCND:USC00195984,20150101,0,0
GHCND:USC00195984,20150102,0,0
GHCND:USC00195984,20150105,0,-9999
GHCND:USC00195984,20150106,0,0
GHCND:USC00195984,20150107,0,3
GHCND:USC00195984,20150108,0,0
GHCND:USC00195984,20150109,0,0
GHCND:USC00195984,20150110,25,25
GHCND:USC00195984,20150111,25,0
GHCND:USC00195984,20150112,25,0
GHCND:USC00195984,20150113,0,0
GHCND:USC00195984,20150114,0,0
GHCND:USC00195984,20150115,0,0
GHCND:USC00195984,20150116,0,0
GHCND:USC00195984,20150117,0,0
GHCND:USC00195984,20150118,0,0
GHCND:USC00195984,20150119,0,0
GHCND:USC00195984,20150122,0,0
GHCND:USC00195984,20150123,0,0
GHCND:USC00195984,20150124,76,69
GHCND:USC00195984,20150125,76,28
GHCND:USC00195984,20150126,51,0
GHCND:USC00195984,20150127,356,330
GHCND:USC00195984,20150128,508,178
GHCND:USC00195984,20150129,483,0
GHCND:USC00195984,20150130,432,0
GHCND:USC00195984,20150131,406,5
GHCND:USC00195984,20150201,406,0
GHCND:USC00195984,20150202,457,99
GHCND:USC00195984,20150203,635,168
GHCND:USC00195984,20150204,610,0
GHCND:USC00195984,20150205,584,0
GHCND:USC00195984,20150206,51,25
GHCND:USC00195984,20150207,610,0
GHCND:USC00195984,20150208,610,74
GHCND:USC00195984,20150209,660,74
GHCND:USC00195984,20150210,762,267
GHCND:USC00195984,20150211,711,0
GHCND:USC00195984,20150212,686,25
GHCND:US1MAPL0012,20150104,30,-9999
GHCND:US1MAPL0012,20150110,-9999,8
GHCND:US1MAPL0012,20150111,8,0
GHCND:US1MAPL0012,20150112,5,-9999
GHCND:US1MAPL0012,20150115,5,-9999
GHCND:US1MAPL0012,20150116,-9999,8
GHCND:US1MAPL0012,20150124,-9999,64
GHCND:US1MAPL0012,20150125,76,51
GHCND:US1MAPL0012,20150127,-9999,356
GHCND:US1MAPL0012,20150128,660,305
GHCND:US1MAPL0012,20150130,457,-9999
GHCND:US1MAPL0012,20150131,445,51
GHCND:US1MAPL0012,20150201,457,-9999
GHCND:US1MAPL0012,20150202,521,76
GHCND:US1MAPL0012,20150203,686,216
GHCND:US1MAPL0012,20150204,686,-9999
GHCND:US1MAPL0012,20150205,622,-9999
GHCND:US1MAPL0012,20150206,660,38
GHCND:US1MAPL0012,20150207,635,-9999
GHCND:US1MAPL0012,20150208,711,76
GHCND:US1MAPL0012,20150209,787,140
GHCND:US1MAPL0012,20150210,889,216
GHCND:US1MAPL0012,20150211,889,-9999
GHCND:US1MAPL0012,20150212,864,13
GHCND:US1MAPL0012,20150213,864,-9999
GHCND:US1MAPL0012,20150214,864,-9999
GHCND:US1MABR0003,20150101,-9999,0
GHCND:US1MABR0003,20150102,-9999,0
GHCND:US1MABR0003,20150103,-9999,0
GHCND:US1MABR0003,20150104,25,33
GHCND:US1MABR0003,20150106,-9999,0
GHCND:US1MABR0003,20150107,0,3
GHCND:US1MABR0003,20150108,-9999,0
GHCND:US1MABR0003,20150109,-9999,0
GHCND:US1MABR0003,20150110,25,25
GHCND:US1MABR0003,20150111,25,0
GHCND:US1MABR0003,20150112,25,0
GHCND:US1MABR0003,20150114,-9999,0
GHCND:US1MABR0003,20150115,0,0
GHCND:US1MABR0003,20150116,0,0
GHCND:US1MABR0003,20150117,-9999,0
GHCND:US1MABR0003,20150118,-9999,0
GHCND:US1MABR0003,20150120,-9999,0
GHCND:US1MABR0003,20150121,-9999,0
GHCND:US1MABR0003,20150122,-9999,0
GHCND:US1MABR0003,20150123,-9999,0
GHCND:US1MABR0003,20150124,64,69
GHCND:US1MABR0003,20150125,76,28
GHCND:US1MABR0003,20150126,-9999,0
GHCND:US1MABR0003,20150127,356,330
GHCND:US1MABR0003,20150128,533,178
GHCND:US1MABR0003,20150129,483,0
GHCND:US1MABR0003,20150130,432,0
GHCND:US1MABR0003,20150131,406,5
GHCND:US1MABR0003,20150201,406,0
GHCND:US1MABR0003,20150202,457,99
GHCND:US1MABR0003,20150203,635,168
GHCND:US1MABR0003,20150204,-9999,0
GHCND:US1MABR0003,20150206,610,25
GHCND:US1MABR0003,20150207,610,0
GHCND:US1MABR0003,20150208,610,74
GHCND:US1MABR0003,20150209,660,74
GHCND:US1MABR0003,20150210,762,267
GHCND:US1MABR0003,20150211,711,0
GHCND:US1MABR0003,20150212,686,25
GHCND:US1MAMD0042,20150101,-9999,0
GHCND:US1MAMD0042,20150102,-9999,0
GHCND:US1MAMD0042,20150103,-9999,0
GHCND:US1MAMD0042,20150114,-9999,0
GHCND:US1MAMD0042,20150124,-9999,58
GHCND:US1MAMD0042,20150125,152,86
GHCND:US1MAMD0042,20150127,419,292
GHCND:US1MAMD0042,20150128,521,155
GHCND:US1MAMD0042,20150129,457,-9999
GHCND:US1MAMD0042,20150130,419,-9999
GHCND:US1MAMD0042,20150131,381,-9999
GHCND:US1MAMD0042,20150201,-9999,0
GHCND:US1MAMD0042,20150202,-9999,97
GHCND:US1MAMD0042,20150203,584,203
GHCND:US1MAMD0042,20150206,533,-9999
GHCND:US1MAMD0042,20150207,-9999,0
GHCND:US1MAMD0042,20150208,610,76
GHCND:US1MAMD0042,20150209,696,89
GHCND:US1MAMD0042,20150210,711,112
GHCND:US1MAMD0042,20150211,660,0
GHCND:US1MAMD0042,20150212,660,-9999
GHCND:US1MAMD0042,20150213,635,8
GHCND:US1MAMD0043,20150104,-9999,33
GHCND:US1MAMD0043,20150107,-9999,3
GHCND:US1MAMD0043,20150108,-9999,0
GHCND:US1MAMD0043,20150110,-9999,10
GHCND:US1MAMD0043,20150113,-9999,0
GHCND:US1MAMD0043,20150115,-9999,5
GHCND:US1MAMD0043,20150116,-9999,5
GHCND:US1MAMD0043,20150117,-9999,0
GHCND:US1MAMD0043,20150124,-9999,56
GHCND:US1MAMD0043,20150125,140,84
GHCND:US1MAMD0043,20150126,-9999,0
GHCND:US1MAMD0043,20150127,-9999,340
GHCND:US1MAMD0043,20150128,-9999,234
GHCND:US1MAMD0043,20150130,-9999,0
GHCND:US1MAMD0043,20150202,-9999,94
GHCND:US1MAMD0043,20150203,-9999,267
GHCND:US1MAMD0043,20150206,-9999,13
GHCND:US1MAMD0043,20150207,-9999,0
GHCND:US1MAMD0043,20150208,-9999,84
GHCND:US1MAMD0043,20150209,-9999,127
GHCND:US1MAMD0043,20150210,-9999,185
GHCND:US1MAMD0043,20150211,-9999,8
GHCND:US1MAMD0043,20150212,-9999,25
GHCND:US1MAMD0043,20150213,-9999,23
GHCND:USC00190860,20150101,0,0
GHCND:USC00190860,20150102,0,0
GHCND:USC00190860,20150103,25,25
GHCND:USC00190860,20150104,0,0
GHCND:USC00190860,20150105,0,0
GHCND:USC00190860,20150106,0,0
GHCND:USC00190860,20150107,0,0
GHCND:USC00190860,20150108,0,0
GHCND:USC00190860,20150109,0,0
GHCND:USC00190860,20150110,0,0
GHCND:USC00190860,20150111,0,0
GHCND:USC00190860,20150112,0,0
GHCND:USC00190860,20150113,0,0
GHCND:USC00190860,20150114,0,0
GHCND:USC00190860,20150115,0,0
GHCND:USC00190860,20150116,0,0
GHCND:USC00190860,20150117,0,0
GHCND:USC00190860,20150118,0,0
GHCND:USC00190860,20150119,0,0
GHCND:USC00190860,20150120,0,0
GHCND:USC00190860,20150123,0,0
GHCND:USC00190860,20150124,76,89
GHCND:USC00190860,20150125,76,0
GHCND:USC00190860,20150126,203,127
GHCND:USC00190860,20150127,533,330
GHCND:USC00190860,20150128,406,0
GHCND:USC00190860,20150129,356,0
GHCND:USC00190860,20150131,0,71
GHCND:USC00190860,20150201,356,0
GHCND:USC00190860,20150202,635,305
GHCND:USC00190860,20150203,584,0
GHCND:USC00190860,20150204,533,0
GHCND:USC00190860,20150205,533,0
GHCND:USC00190860,20150206,559,0
GHCND:USC00190860,20150207,559,0
GHCND:USC00190860,20150209,762,381
GHCND:USC00190860,20150210,737,0
GHCND:USC00190860,20150211,737,0
GHCND:USC00190860,20150212,0,0
